id,IATA,Airport,latitude,longitude,city,hiking,food,nightlife,cost,weather,safety,culture,shopping,beaches,family,romance,adventure,history,arts,parks,walkability,public_transit,cleanliness,outdoors,quiet,trendy,affordability,english_friendly
129057756,KBE,Bell Island,55.929444,-131.57,Bell Island,1,8,10,8,3,3,8,2,3,5,9,2,5,4,3,2,5,9,3,1,1,4,10
129054061,KBF,Karubaga,-3.716667,138.45,Karubaga,4,5,8,4,9,6,9,7,2,3,8,7,7,1,6,1,6,6,9,7,6,5,10
129057122,KBG,Kabalega Falls,2.329444,31.496389,Kabalega Falls,10,2,4,6,8,8,7,2,9,10,5,1,8,6,4,1,4,10,2,5,5,3,8
199775237,KBH,Buzwagi,-3.846828,32.686204,Buzwagi,10,1,2,6,10,9,2,10,5,4,10,9,6,3,2,8,5,2,1,10,8,1,6
129054062,KBI,Kribi,2.95,9.916667,Kribi,8,3,9,2,9,8,1,8,7,2,1,7,6,3,5,6,9,3,6,1,7,9,7
205630247,KBK,Kushinagar International,26.77,83.908056,Kushinagar International,10,3,6,10,3,9,8,3,2,8,5,7,4,9,9,6,8,9,10,5,4,9,5
128668558,KBL,Kabul,34.563889,69.213889,Kabul,2,6,6,2,4,9,9,3,9,1,10,6,9,7,3,7,1,9,7,5,2,2,4
129055181,KBM,Kabwum,-6.166667,147.166667,Kabwum,2,9,9,7,8,3,10,9,9,5,2,4,2,9,4,1,1,7,10,1,2,2,5
129053633,KBN,Kabinda,-6.116667,24.533333,Kabinda,8,10,7,10,5,7,1,1,8,7,1,9,1,4,4,10,5,5,5,7,7,1,4
129056267,KBO,Kabalo,-6.088056,26.916667,Kabalo,6,1,2,5,7,1,7,4,8,4,4,4,8,7,5,8,9,6,2,9,5,10,9
114119956,KBP,Kiev Borispol,50.35,30.9167,Kiev Borispol,6,2,8,7,6,6,2,1,4,8,10,7,8,6,2,9,9,7,1,2,7,7,7
129052230,KBQ,Kasungu,-13.0146,33.4686,Kasungu,4,9,6,2,2,4,6,7,4,7,1,10,1,6,8,8,7,1,6,7,9,4,2
95673929,KBR,Kota Bharu,6.165278,102.293611,Kota Bharu,2,9,10,10,10,10,2,4,4,6,5,8,6,9,3,9,1,5,6,4,7,7,3
129055730,KBS,Bo,7.943889,-11.761944,Bo,7,6,10,5,9,9,1,7,2,2,1,9,6,5,6,4,3,4,8,3,7,6,7
129054541,KBT,Kaben Island,8.90095719091585,170.841144742144,Kaben Island,4,8,6,6,9,6,8,10,7,4,9,1,3,9,9,2,4,3,4,10,7,5,10
128668719,KBU,Kotabaru,-3.333333,116.333333,Kotabaru,6,4,3,6,1,1,1,8,2,6,10,3,8,6,3,6,4,3,4,2,5,1,2
95674159,KBV,Krabi,8.09985,98.98527,Krabi,7,8,6,9,8,8,5,8,2,8,5,8,9,6,5,4,10,2,4,4,3,7,4
129057755,KBW,Chignik Bay,56.283333,-158.383333,Chignik Bay,10,8,8,4,4,7,9,2,4,7,10,10,3,1,7,1,9,3,2,5,10,7,4
129054060,KBX,Kambuaya,-1,132.25,Kambuaya,9,9,6,3,1,2,7,10,7,2,10,10,7,4,8,2,3,6,2,1,10,7,4
129057121,KBY,Streaky Bay,-33,134,Streaky Bay,1,2,10,9,4,2,6,10,6,6,1,3,5,7,3,4,4,3,8,10,10,1,1
129052654,KBZ,Kaikoura,-42.416667,173.683333,Kaikoura,3,1,4,5,7,4,9,9,9,6,7,8,6,6,6,8,10,3,4,1,6,10,1
128667806,KCA,Kuqa,41.7181,82.9869,Kuqa,9,8,8,2,7,9,7,4,8,3,5,6,7,3,1,4,8,2,8,10,1,2,10
129057025,KCB,Kasikasima,3.15,-55.716667,Kasikasima,10,10,2,5,5,3,2,3,10,3,4,7,9,6,10,8,1,4,2,2,8,5,10
128667585,KCC,Coffman Cove,55.983333,-132.833333,Coffman Cove,5,6,8,1,9,9,9,8,3,2,1,5,9,6,2,8,9,10,6,5,6,7,7
129054417,KCD,Kamur,-6.2,138.716667,Kamur,8,1,9,2,6,9,10,2,1,2,2,2,1,9,7,7,9,9,4,6,2,7,3
129055180,KCE,Collinsville,-20.55,147.866667,Collinsville,7,2,9,2,4,10,1,1,7,5,6,6,5,8,1,6,1,7,8,1,6,8,2
129057539,KCF,Kadanwari,27.2,69.15,Kadanwari,3,2,5,1,1,3,9,6,8,7,4,1,1,3,3,1,2,3,2,8,7,9,4
128668722,KCG,Chignik Fisheries,56.310833,-158.373611,Chignik Fisheries,6,9,2,6,6,3,3,4,8,2,3,6,4,4,7,3,10,10,4,1,2,1,5
95673693,KCH,Kuching,1.484167,110.340833,Kuching,9,6,9,1,10,10,3,9,2,2,9,6,5,5,8,6,3,5,1,2,4,3,5
129053632,KCI,Kon,-8.35,127.05,Kon,5,1,10,4,1,8,9,3,3,5,5,5,7,7,9,7,6,1,6,1,9,3,4
129056266,KCJ,Komaio,-7.266667,143.6,Komaio,6,5,8,4,6,3,6,9,2,7,8,7,7,4,3,1,1,8,6,6,4,4,2
129055379,KCK,Kirensk,57.772779,108.0608,Kirensk,3,1,3,6,10,1,5,6,9,1,10,7,3,4,3,10,2,6,6,3,6,3,7
128667918,KCL,Chignik Lagoon,56.311395,-158.536577,Chignik Lagoon,6,2,3,8,1,7,7,10,9,8,4,7,7,2,2,9,8,3,1,2,10,9,10
128667129,KCM,Kahramanmaras,37.534444,36.950556,Kahramanmaras,1,10,4,7,8,1,2,6,3,5,8,4,9,7,7,3,2,1,8,3,5,5,9
129055729,KCN,Chernofski,53.4,-167.55,Chernofski,4,2,5,2,1,9,4,7,9,2,6,10,9,7,6,10,8,2,2,5,2,3,5
95673325,KCO,Kocaeli,40.73503,30.08334,Kocaeli,4,9,7,2,10,4,5,9,6,8,2,6,3,3,1,7,2,10,9,2,10,10,8
129054540,KCP,Kamenets-Podolskiy,48.683333,26.616667,Kamenets-Podolskiy,8,7,1,2,4,2,6,9,8,2,4,8,10,1,7,9,3,7,6,6,8,8,4
128668721,KCQ,Chignik Lake,56.255462,-158.775702,Chignik Lake,5,9,8,5,3,2,7,2,10,3,10,3,2,10,10,9,4,4,3,10,9,8,9
129057754,KCR,Colorado Creek,63.590612,-156.003134,Colorado Creek,10,3,6,4,4,2,2,8,6,8,7,1,10,1,1,5,1,6,2,4,10,2,1
129054059,KCS,Kings Creek Station,-24.383333,131.683333,Kings Creek Station,2,10,9,1,1,4,6,3,10,3,4,5,7,3,1,6,8,2,9,6,6,6,2
128667982,KCT,Koggala,5.983056,80.333056,Koggala,2,2,5,2,3,3,4,4,9,5,9,6,6,9,1,6,7,10,9,6,7,6,4
129057120,KCU,Masindi,1.683333,31.716667,Masindi,1,2,6,6,9,1,2,6,8,3,8,5,4,1,2,7,2,2,6,10,2,10,4
129055166,KCV,Maconacon,32.833333,-83.633333,Maconacon,8,2,8,10,7,2,2,8,1,1,2,7,7,10,9,2,4,9,10,6,6,6,4
129054537,KCY,Krasnoyarsk Cheremshanka,56.175833,92.542778,Krasnoyarsk Cheremshanka,8,10,10,10,3,8,6,2,6,5,3,3,1,6,10,5,6,5,2,6,1,1,10
128667920,KCZ,Kochi,33.541111,133.676944,Kochi,7,7,10,9,10,10,7,9,1,5,9,2,6,7,6,8,6,10,3,10,9,9,9
129054064,KDA,Kolda,12.883333,-14.966667,Kolda,9,7,4,6,4,4,7,5,5,1,10,7,7,8,7,10,10,10,10,4,4,6,2
129052653,KDB,Kambalda,-30,120,Kambalda,9,6,3,1,10,9,10,5,8,10,9,3,3,8,4,5,10,5,8,3,10,4,9
129057024,KDC,Kandi,11.116667,2.916667,Kandi,4,8,2,1,1,10,7,8,6,9,5,3,10,8,2,1,5,2,9,1,5,4,7
129055179,KDD,Khuzdar,27.780556,66.630556,Khuzdar,9,2,9,9,2,1,1,4,8,10,2,3,2,2,3,4,7,6,3,9,1,8,2
129053631,KDE,Koroba,-5.683333,142.733333,Koroba,8,1,9,8,9,8,10,3,7,4,4,6,3,8,10,10,10,1,8,7,2,9,7
129055728,KDG,Kardjali,41.6167,25.3333,Kardjali,3,5,6,7,5,3,2,10,5,5,6,3,5,6,4,9,1,3,9,2,6,7,8
128667980,KDH,Kandahar,31.506944,65.8475,Kandahar,1,1,8,2,5,8,2,5,7,7,6,8,6,1,2,6,1,9,8,9,2,1,1
104120408,KDI,Kendari,-4.077237,122.417293,Kendari,3,8,6,10,2,7,7,10,7,4,5,3,5,4,9,7,8,10,6,6,9,2,1
129054539,KDJ,N'Djole,-0.15,10.766667,N'Djole,3,1,1,9,8,2,3,5,8,1,1,7,7,2,4,3,7,9,10,1,10,5,5
129057753,KDK,Kodiak Municipal,57.807222,-152.37,Kodiak Municipal,3,2,9,4,10,5,7,1,4,6,3,5,8,9,7,4,1,2,3,8,4,3,5
129052889,KDL,Kardla,58.983333,22.8,Kardla,3,10,4,7,1,10,9,10,6,5,9,3,8,8,5,9,9,8,4,10,8,1,10
128667249,KDM,Kaadedhdhoo,0.488056,72.996944,Kaadedhdhoo,10,5,7,10,3,7,8,4,7,7,7,6,9,8,7,4,3,8,4,4,9,7,4
129057119,KDN,Ndende,-2.5,11.166667,Ndende,7,2,8,3,3,2,5,9,4,5,3,2,10,8,1,4,5,3,2,3,7,6,8
128668723,KDO,Kadhdhoo,1.85917,73.5219,Kadhdhoo,3,1,5,6,7,8,7,7,7,10,1,7,5,10,8,6,4,3,10,2,5,5,8
129057023,KDP,Kandep,-5.866667,143.5,Kandep,5,8,9,2,2,6,10,6,3,5,7,6,3,1,10,1,7,9,10,8,4,4,6
129054415,KDQ,Kamberatoro,-3.605556,141.05,Kamberatoro,2,10,2,3,6,7,6,7,8,3,8,9,9,3,6,6,10,5,3,6,3,4,5
129055178,KDR,Kardjali,41.6172,25.3339,Kardjali,3,4,2,4,4,4,5,4,8,3,4,3,4,6,2,1,9,9,1,10,10,5,3
129053630,KDS,Kamaran Downs,-24.333333,139.166667,Kamaran Downs,9,5,6,6,2,10,1,9,7,1,3,9,6,4,5,7,5,4,10,7,8,4,1
129056264,KDT,Kamphangsaen,14.1,99.916667,Kamphangsaen,8,9,8,4,4,4,8,9,10,3,4,4,10,8,3,4,8,6,10,6,8,9,6
128668557,KDU,Skardu,35.3,75.733333,Skardu,4,2,9,4,7,4,6,7,3,10,8,1,7,1,7,3,6,2,10,2,7,1,3
128668724,KDV,Kandavu,-19.05,178.166667,Kandavu,3,10,2,7,4,1,4,5,7,7,10,8,10,3,2,9,8,9,2,10,5,6,3
129052810,KDW,Victoria Resevour Kandy,7.3,80.6333,Victoria Resevour Kandy,6,2,6,8,2,3,5,1,5,1,10,7,8,2,5,4,7,4,1,9,1,1,9
158829148,KDY,Teply Klyuch,62.786111,136.842222,Teply Klyuch,9,5,7,2,6,10,2,1,3,8,8,8,2,2,2,9,6,3,3,3,8,5,6
128668725,KDZ,Katugastota,7.200023,80.433311,Katugastota,2,1,9,9,10,4,10,3,2,7,4,5,5,6,9,5,7,10,8,2,9,7,4
216766841,KEA,Kerki,37.8231519243362,65.1398881982739,Kerki,9,10,5,10,6,3,4,8,7,4,9,10,7,8,4,4,9,7,2,6,7,7,7
128667584,KEB,Nanwalek,59.352778,-151.922222,Nanwalek,1,1,1,2,7,3,1,1,8,3,4,9,9,7,9,3,4,2,10,6,10,3,6
129055727,KEC,Kasenga,-10.333333,28.75,Kasenga,4,5,5,5,6,6,5,7,8,7,6,9,8,10,10,7,9,5,4,4,6,8,3
129054538,KED,Kaedi,16.161389,-13.507778,Kaedi,7,7,7,10,6,8,5,3,10,9,3,1,4,1,10,7,2,6,6,9,8,6,1
129057752,KEE,Kelle,-0.083333,14.533333,Kelle,5,1,8,8,9,8,5,9,4,7,5,3,10,1,2,4,9,6,1,7,8,8,5
128667498,KEF,Reykjavik Keflavik,63.985,-22.606111,Reykjavik Keflavik,8,2,1,6,5,4,4,9,3,10,3,6,4,4,4,10,6,7,9,6,4,2,6
129054057,KEG,Keglsugl,-5.8,145.083333,Keglsugl,9,9,9,5,10,7,6,8,3,4,4,1,10,4,10,3,8,4,10,8,4,4,3
129054158,KEH,Kenmore Air Harbor,47.75655,-122.259979,Kenmore Air Harbor,2,7,4,3,6,10,4,5,2,2,1,4,7,5,8,2,10,1,3,4,8,6,6
129052228,KEI,Kepi,-6.566667,139.333333,Kepi,10,2,4,9,4,5,2,6,9,1,7,3,1,6,2,1,5,5,2,7,8,5,7
128667979,KEJ,Kemerovo,55.270094,86.107208,Kemerovo,6,3,3,4,3,9,8,4,9,6,9,3,2,8,8,6,7,5,8,7,5,6,6
128668726,KEK,Ekwok,59.355278,-157.4775,Ekwok,3,2,9,10,8,9,6,9,8,1,1,10,9,10,6,6,2,5,9,6,3,7,9
95674154,KEM,Kemi / Tornio,65.78,24.585833,Kemi / Tornio,9,9,2,6,9,4,7,8,6,6,8,10,7,3,7,1,1,8,2,4,2,1,6
129052652,KEN,Kenema,7.883333,-11.183333,Kenema,7,7,8,1,4,9,7,7,2,5,5,4,10,10,8,2,10,10,9,5,5,9,9
129052651,KEO,Odienne,9.49,-7.570833,Odienne,3,9,2,6,5,4,1,9,4,10,3,9,1,7,1,10,1,9,4,8,4,3,2
128667128,KEP,Nepalganj,28.1325,81.576389,Nepalganj,9,7,7,7,3,7,5,9,1,10,2,8,1,5,2,4,7,7,9,6,9,5,1
129057022,KEQ,Kebar,-5.833333,134.833333,Kebar,6,1,3,4,3,9,4,6,10,2,5,1,8,4,8,7,2,1,4,9,2,6,4
128667248,KER,Kerman,30.263333,56.9575,Kerman,9,8,10,6,10,9,8,10,10,4,5,6,10,8,5,1,4,9,5,5,4,6,10
129054414,KES,Kelsey,56.016667,-96.5,Kelsey,4,2,1,3,3,8,1,8,6,5,1,10,8,1,4,10,2,10,3,9,5,9,6
128668727,KET,Keng Tung,21.3,99.616667,Keng Tung,1,7,4,7,2,4,4,1,4,2,3,7,8,7,10,4,4,6,1,7,6,4,7
145044368,KEU,Keekorok,-1.585832,35.251667,Keekorok,8,4,9,9,7,3,1,5,3,5,1,2,2,4,2,6,10,2,2,2,3,6,3
129053629,KEV,Kuorevesi Halli,61.856111,24.786667,Kuorevesi Halli,1,3,5,4,6,8,5,6,10,5,1,1,9,1,4,1,10,6,9,4,5,5,4
128668556,KEW,Keewaywin,52.992222,-92.838889,Keewaywin,7,6,6,8,7,6,7,3,6,2,2,8,1,6,8,5,5,3,8,3,8,1,1
129056263,KEX,Kanabea,-7.483333,145.916667,Kanabea,2,6,3,6,6,6,5,9,8,2,4,1,6,4,4,10,7,6,9,5,2,9,3
129052226,KEY,Kericho,-0.366667,35.283333,Kericho,3,5,2,4,1,7,2,5,1,4,3,7,9,9,10,7,4,4,8,4,2,9,1
129055726,KEZ,Kelaniya,6.983333,79.916667,Kelaniya,5,8,9,8,5,3,3,2,10,5,8,1,2,8,1,9,6,7,2,7,7,9,1
129054058,KFA,Kiffa,16.588889,-11.405278,Kiffa,7,5,9,9,6,6,3,3,3,10,5,10,6,10,6,4,2,5,9,6,10,1,4
129054056,KFG,Kalkurung,-17.433333,130.816667,Kalkurung,3,9,2,5,4,6,9,5,6,6,1,3,4,5,7,3,7,8,1,2,2,7,7
128668728,KFP,False Pass,54.849167,-163.409167,False Pass,1,5,3,10,2,10,9,10,6,7,1,7,2,6,6,4,7,9,10,3,8,3,4
128668729,KFS,Kastamonu,41.305556,33.791111,Kastamonu,10,2,9,6,8,6,10,8,2,7,1,6,4,5,7,6,4,3,5,7,1,4,7
205292876,KFZ,Kukës International,42.0363722,20.4175609,Kukës International,7,10,3,6,1,7,8,1,8,1,8,4,3,5,8,4,5,3,4,9,2,3,9
129057117,KGA,Kananga,-5.9,22.469167,Kananga,4,4,3,5,2,5,7,6,7,6,1,4,8,5,9,5,3,8,4,6,10,1,6
129052650,KGB,Konge,-6.133333,147.65,Konge,6,5,9,8,5,9,6,6,2,6,4,9,7,2,9,7,3,6,5,7,10,2,10
128667583,KGC,Kingscote,-35.655622,137.635346,Kingscote,2,4,6,6,1,9,9,6,1,3,8,3,1,6,4,9,3,8,5,8,2,1,9
128667497,KGD,Kaliningrad,54.89005,20.592633,Kaliningrad,7,9,8,7,4,2,3,7,1,6,5,8,5,3,8,2,9,6,6,6,10,10,2
128667978,KGE,Kagau,-7.331055,157.586603,Kagau,3,10,10,8,4,2,10,9,9,3,2,7,7,9,10,10,8,6,7,4,1,8,4
114121455,KGF,Karaganda,49.67083,73.33444,Karaganda,8,8,2,1,5,6,4,3,1,2,3,6,3,1,5,8,3,8,10,1,2,9,2
129057021,KGG,Kedougou,12.570833,-12.217222,Kedougou,6,10,3,4,4,4,1,8,8,2,10,6,10,9,10,7,5,2,4,1,7,4,8
129054413,KGH,Yongai,-4.833333,142.666667,Yongai,3,3,9,9,3,1,2,4,1,10,3,9,5,1,7,4,3,1,4,4,7,6,6
95674435,KGI,Kalgoorlie,-30.766667,121.466667,Kalgoorlie,3,5,10,10,5,1,9,1,4,7,2,8,1,2,6,8,9,2,10,4,8,4,9
129055176,KGJ,Karonga,-9.957778,33.892222,Karonga,3,9,4,5,4,10,4,8,8,3,5,8,2,5,5,3,5,1,2,4,2,8,9
128667127,KGK,New Koliganek,59.8,-157.233333,New Koliganek,9,7,3,8,4,4,3,5,2,2,5,10,9,8,5,9,9,3,7,4,9,2,9
95674269,KGL,Kigali,-1.967778,30.14,Kigali,9,2,5,6,7,8,2,8,1,1,4,8,5,4,1,4,4,4,5,2,4,7,7
129053628,KGM,Kungum,-5.671,141.03,Kungum,6,4,1,7,2,5,1,10,3,8,6,9,1,10,6,2,4,6,5,2,3,2,1
129052225,KGN,Kasongo Lunda,-4.532096,26.616667,Kasongo Lunda,8,2,9,6,7,6,10,10,7,6,4,8,5,7,1,4,3,6,8,7,7,8,10
129055725,KGO,Kirovograd,48.55,32.3,Kirovograd,4,8,9,7,7,9,8,3,4,10,9,3,6,4,3,8,2,1,4,9,2,1,3
128667247,KGP,Kogalym,62.195833,74.533611,Kogalym,10,2,8,2,9,4,4,8,2,2,4,5,10,9,5,9,2,8,3,10,10,5,4
129054536,KGR,Kulgera,-25.833333,133.033333,Kulgera,1,8,10,10,3,6,10,4,8,4,3,2,3,10,3,8,3,1,9,7,3,4,9
104120261,KGS,Kos,36.793056,27.095278,Kos,1,1,8,7,5,3,9,8,3,2,5,7,3,10,3,4,2,1,5,7,8,3,10
128668730,KGT,Kangding,38.1339,101.7339,Kangding,1,2,10,5,4,6,3,1,4,2,9,6,3,8,5,10,6,4,7,9,5,6,2
129056262,KGU,Keningau,5.356667,116.161944,Keningau,1,7,5,2,1,8,8,7,4,1,7,6,1,2,7,2,3,4,1,2,6,7,8
129053718,KGW,Kagi,-9.05,146.833333,Kagi,8,8,9,6,3,8,2,2,9,6,2,1,8,8,3,5,2,1,3,3,3,8,4
128668731,KGX,Grayling,62.895278,-160.0625,Grayling,6,8,10,7,9,7,7,6,10,4,5,9,4,5,4,6,3,4,8,2,7,9,6
129057750,KGY,Kingaroy,-26.55,151.833333,Kingaroy,6,8,6,8,6,2,8,2,9,4,6,7,8,1,6,4,5,4,3,1,3,8,7
129054055,KGZ,Glacier Creek,61.45,-142.383333,Glacier Creek,2,3,3,10,3,9,3,9,6,1,5,9,6,4,10,7,1,4,1,2,8,1,10
129057116,KHA,Khaneh,36.733333,45.15,Khaneh,2,1,6,2,6,9,5,5,6,5,10,9,6,10,9,7,2,10,2,5,1,1,9
129052649,KHC,Kerch,45.36661,36.413959,Kerch,10,8,4,5,4,6,8,2,5,3,2,8,10,6,9,10,7,3,9,5,4,10,5
128668555,KHD,Khorramabad,33.438611,48.280833,Khorramabad,10,7,6,5,3,3,9,8,3,1,6,3,5,3,2,7,7,9,8,10,7,4,7
128668732,KHE,Kherson,46.675278,32.627778,Kherson,7,6,10,3,6,6,8,8,6,1,5,8,8,10,5,10,7,10,1,6,7,10,4
128667803,KHG,Kashi,39.542778,76.02,Kashi,3,4,10,4,7,3,7,8,6,7,10,9,1,3,5,1,4,9,2,3,5,6,8
128667915,KHH,Kaohsiung,22.5725,120.345278,Kaohsiung,2,10,1,6,1,6,5,1,10,8,6,10,8,7,9,4,1,9,1,5,9,8,3
128667130,KHI,Karachi,24.905556,67.156944,Karachi,4,9,9,6,5,5,10,9,9,9,8,4,1,7,2,5,9,6,7,8,6,5,5
129057020,KHJ,Kauhajoki,62.463056,22.394722,Kauhajoki,8,8,8,10,2,10,4,9,8,1,4,7,2,6,2,10,6,9,10,4,3,3,8
129054412,KHK,Khark Island,29.261667,50.323611,Khark Island,10,9,8,9,9,5,3,8,2,6,4,6,3,10,8,4,9,8,3,8,9,4,9
129055175,KHL,Khulna,22.8,89.55,Khulna,6,3,9,1,4,6,2,10,5,7,6,6,5,1,2,9,10,3,4,4,6,4,7
129056259,KHM,Khamti,25.9883,95.6744,Khamti,6,10,4,4,5,7,6,7,7,2,10,6,6,7,8,4,7,9,2,4,9,7,10
128668733,KHN,Nanchang,28.865,115.9,Nanchang,4,4,9,9,8,8,5,3,7,2,10,8,7,2,7,2,4,4,9,6,8,9,9
129053627,KHO,Khoka Moya,-24.583333,31.416667,Khoka Moya,2,9,7,7,8,9,7,4,2,4,1,4,5,4,6,6,7,7,3,3,1,1,9
129056261,KHR,Kharkhorin,46.783333,102.85,Kharkhorin,4,3,4,4,3,1,5,7,8,4,6,3,10,10,1,5,5,10,9,7,7,3,5
128667804,KHS,Khasab,26.183333,56.233333,Khasab,3,4,8,9,8,7,1,9,6,2,4,8,10,3,7,8,5,2,2,2,6,7,8
129055822,KHT,Khost,33.3342618891651,69.9538439813684,Khost,10,10,10,4,5,7,3,9,3,1,5,6,4,7,5,5,7,9,5,1,2,9,7
129052224,KHU,Kremenchug,49.1,33.45,Kremenchug,3,7,2,8,2,2,5,7,8,9,10,3,10,9,5,2,10,10,9,6,3,9,6
114113668,KHV,Khabarovsk Novy,48.516667,135.183333,Khabarovsk Novy,1,2,5,8,10,1,2,4,5,7,1,4,3,2,7,5,4,3,10,1,4,8,4
129054535,KHW,Khwai River Lodge,-19,23.5,Khwai River Lodge,5,1,3,9,10,2,8,2,9,8,2,7,8,3,7,10,5,4,3,7,1,4,8
152712063,KHX,Kihihi,-0.716388,29.699444,Kihihi,4,9,1,6,7,7,1,2,10,3,5,5,7,5,3,4,4,3,3,1,7,7,10
128667582,KHY,Khoy,38.4275,44.973611,Khoy,3,9,3,6,3,6,9,4,2,10,3,10,1,2,8,3,1,3,1,7,2,9,5
128667496,KHZ,Kauehi,-15.7800628931152,-145.125643802881,Kauehi,1,1,3,3,1,10,2,7,8,4,5,9,6,6,5,7,6,10,1,5,1,7,1
129057749,KIA,Kaiapit,-6.266667,146.25,Kaiapit,6,9,5,10,7,4,1,7,5,3,1,9,3,10,6,3,4,5,10,4,6,2,1
129055724,KIB,Ivanof Bay,55.893611,-159.5675,Ivanof Bay,2,3,4,3,9,8,8,8,10,3,8,2,9,8,5,7,9,1,2,4,3,2,3
129054054,KIC,King City,36.227693,-121.119761,King City,7,4,1,7,5,6,10,10,7,5,3,4,3,3,10,10,9,6,3,6,5,6,3
104120313,KID,Kristianstad,55.919444,14.088889,Kristianstad,4,1,8,8,3,2,2,8,2,1,9,3,9,4,5,6,5,3,9,6,8,1,1
129057115,KIE,Kieta,-6.304386,155.725748,Kieta,1,7,9,2,5,6,5,7,5,7,9,4,6,7,5,9,10,4,1,10,7,3,8
128667977,KIF,Kingfisher Lake,53.013889,-89.85,Kingfisher Lake,3,6,7,5,8,4,7,6,8,10,4,7,9,6,6,8,9,8,10,10,8,4,3
129052648,KIG,Koinghaas,-30.2,17.266667,Koinghaas,8,1,10,1,6,1,3,1,5,3,9,9,4,1,1,10,8,4,7,9,8,8,6
128668734,KIH,Kish Island,26.53233,53.972054,Kish Island,2,5,8,4,5,9,5,4,10,1,2,10,3,6,1,6,4,4,6,9,5,4,7
129057019,KII,Kibuli,-9.016389,142.695278,Kibuli,8,7,9,7,5,3,2,9,3,10,1,9,9,4,8,8,2,6,5,3,6,4,10
128667913,KIJ,Niigata,37.953333,139.1225,Niigata,7,3,2,8,3,2,5,4,10,10,4,8,4,5,9,6,3,5,7,6,9,6,3
129054411,KIK,Kirkuk,35.516667,44.283333,Kirkuk,7,7,2,8,9,10,3,6,3,1,2,8,8,10,8,3,2,10,9,4,10,2,10
129055174,KIL,Kilwa,-8.4,28.05,Kilwa,5,3,5,7,9,3,9,1,3,9,10,2,4,1,7,10,10,7,9,2,2,10,4
128667126,KIM,Kimberley,-28.805833,24.766389,Kimberley,1,5,1,10,2,1,6,5,1,7,1,4,3,9,10,2,5,6,2,10,6,7,8
99539636,KIN,Kingston Norman Manley,17.935556,-76.7875,Kingston Norman Manley,8,8,4,9,6,9,7,10,1,5,7,7,10,5,9,9,6,3,2,6,2,3,6
129053626,KIO,Kili Island,5.64447230009174,169.125353897068,Kili Island,7,2,2,5,1,6,8,4,2,6,9,10,7,1,5,9,8,10,3,7,4,6,5
129056260,KIP,Wichita Falls Kickapoo,33.86121,-98.49061,Wichita Falls Kickapoo,4,10,5,4,8,1,3,10,4,2,3,1,7,4,1,8,1,4,4,4,9,6,6
129052223,KIQ,Kira,-8.116667,147.35,Kira,7,5,4,9,4,7,5,9,7,7,5,5,2,3,10,9,8,5,4,1,3,7,1
128667246,KIR,Kerry,52.180878,-9.523783,Kerry,5,7,10,10,9,10,3,8,2,7,9,5,4,1,10,10,9,7,7,5,2,6,6
128668735,KIS,Kisumu,-0.085556,34.728611,Kisumu,5,6,1,3,7,5,10,2,7,2,8,3,5,7,8,9,2,3,5,10,8,4,8
128668736,KIT,Kithira,36.291667,23.025,Kithira,10,2,5,7,10,1,4,3,10,8,2,7,3,3,5,5,1,1,4,3,5,2,9
129055723,KIU,Kiunga,-1.733333,41.516667,Kiunga,7,6,7,1,5,10,3,9,8,6,3,4,3,4,10,3,4,6,9,1,8,5,10
129054534,KIW,Kitwe,-12.90042,28.15075,Kitwe,7,1,1,2,10,8,9,10,9,10,5,9,2,7,9,3,6,1,9,8,4,1,4
128667802,KIX,Kansai International (Osaka),34.423889,135.246944,Kansai International (Osaka),6,3,7,8,9,4,3,5,7,9,9,4,2,10,4,2,6,7,10,7,5,5,7
129057748,KIY,Kilwa,-8.911944,39.511667,Kilwa,7,7,1,3,1,4,4,9,3,6,4,6,4,3,9,9,4,9,4,1,10,1,3
129054053,KIZ,Kikinonda,-8.65,147.916667,Kikinonda,7,5,8,10,6,9,7,2,8,7,9,1,10,9,5,7,10,7,4,5,7,2,4
114121100,KJA,Krasnoyarsk,56.172947,92.493278,Krasnoyarsk,3,1,6,1,3,1,3,2,10,8,5,10,5,9,10,6,5,1,9,4,7,6,5
205048018,KJB,Kurnool,15.706111,78.160833,Kurnool,7,9,7,10,7,9,8,5,7,2,9,4,1,8,7,4,8,6,7,2,2,7,3
136218709,KJH,Huangping,26.974167,81.181389,Huangping,3,2,6,5,6,10,1,4,2,1,3,5,1,1,1,5,1,5,2,8,6,4,1
129055821,KJI,Burqin,48.22111,86.998055,Burqin,7,4,10,6,10,9,1,1,4,9,7,9,10,7,1,8,1,7,10,4,1,6,6
217809344,KJJ,Kajjansi,0.199713386735766,32.5504969766389,Kajjansi,2,1,5,1,3,10,6,4,5,1,5,7,9,10,7,3,8,2,2,6,4,1,5
129057114,KJK,Kortrijk,50.817222,3.201667,Kortrijk,10,3,1,7,1,5,8,3,8,6,3,7,2,7,7,3,5,2,1,1,6,4,1
129052647,KJP,Kerama,26.083333,127.333333,Kerama,10,3,1,9,2,10,9,7,2,8,3,6,2,9,4,10,1,5,10,2,10,4,4
161709473,KJT,Kertajati International,-6.65097,108.157588,Kertajati International,3,6,6,1,6,10,3,9,4,3,3,10,7,7,6,6,2,9,1,1,1,3,1
